Organism	Name	Group	Condition	Description
Pseudomonas simiae WCS417	set4IT094	stress	Polymyxin B sulfate	Polymyxin B sulfate 0.006 mg/ml
Pseudomonas simiae WCS417	set1IT009	stress	Sodium Chlorite	Chlorite 4 mM
Pseudomonas simiae WCS417	set1IT007	stress	Sodium nitrate	nitrate 200 mM
Pseudomonas simiae WCS417	set3IT037	stress	Spectinomycin dihydrochloride pentahydrate	Spectinomycin 0.4 mg/ml
Pseudomonas simiae WCS417	set3IT035	stress	Tetracycline hydrochloride	Tetracycline 0.001 mg/ml
Pseudomonas simiae WCS417	set1IT004	stress	Thallium(I) acetate	Thallium(I) acetate 0.0625 mg/ml
Pseudomonas simiae WCS417	set3IT043	stress	methylglyoxal	methylglyoxal 0.032 vol%
Pseudomonas stutzeri RCH2	set16IT051	stress		Lactate-nitrate; anaerobic sample1
Pseudomonas stutzeri RCH2	set16IT052	stress		Lactate-nitrate; anaerobic sample2
Pseudomonas stutzeri RCH2	set16IT053	stress		Lactate-nitrate; anaerobic sample3
Pseudomonas stutzeri RCH2	set17IT062	stress	1-ethyl-3-methylimidazolium acetate	1-ethyl-3-methylimidazolium acetate 20 mM
Pseudomonas stutzeri RCH2	set17IT028	stress	1-ethyl-3-methylimidazolium acetate	1-ethyl-3-methylimidazolium acetate 40 mM
Pseudomonas stutzeri RCH2	set17IT063	stress	1-ethyl-3-methylimidazolium acetate	1-ethyl-3-methylimidazolium acetate 40 mM
Pseudomonas stutzeri RCH2	set7H38	stress	2-Furfuraldehyde	Def 2-Furfuraldehyde 0.032 vol%
Pseudomonas stutzeri RCH2	set15H12	stress	2-Furfuraldehyde	2-Furfuraldehyde 0.05 vol%
Pseudomonas stutzeri RCH2	set15H22	stress	2-Furfuraldehyde	2-Furfuraldehyde 0.05 vol%
Pseudomonas stutzeri RCH2	set4H35	stress	5-Hydroxymethylfurfural	5-Hydroxymethylfurfural 5 mM
Pseudomonas stutzeri RCH2	set15H10	stress	5-Hydroxymethylfurfural	5-Hydroxymethylfurfural 5 mM
Pseudomonas stutzeri RCH2	set7H39	stress	5-Hydroxymethylfurfural	Def 5-Hydroxymethylfurfural 5 mM
Pseudomonas stutzeri RCH2	set17IT015	stress	Aluminum chloride hydrate	Aluminum chloride 0.3 mM
Pseudomonas stutzeri RCH2	set17IT046	stress	Aluminum chloride hydrate	Aluminum chloride 0.3 mM
Pseudomonas stutzeri RCH2	set11H27	stress	Bacitracin	Bacitracin 0.25 mg/ml
Pseudomonas stutzeri RCH2	set11H28	stress	Bacitracin	Bacitracin 0.25 mg/ml
Pseudomonas stutzeri RCH2	set5H2	stress	Benzalkonium Chloride	Benzalkonium Chloride 0.002 mg/ml
Pseudomonas stutzeri RCH2	set7H34	stress	Benzalkonium Chloride	Def Benzalkonium Chloride 0.002 mg/ml
Pseudomonas stutzeri RCH2	set8H36	stress	Benzethonium chloride	Def Benzethonium chloride 0.008 mM
Pseudomonas stutzeri RCH2	set13H35	stress	Benzethonium chloride	Benzethonium chloride 0.01 mM
Pseudomonas stutzeri RCH2	set15H5	stress	Benzethonium chloride	Benzethonium chloride 0.01 mM
Pseudomonas stutzeri RCH2	set15H6	stress	Benzethonium chloride	Benzethonium chloride 0.0125 mM
Pseudomonas stutzeri RCH2	set15H16	stress	Benzethonium chloride	Benzethonium chloride 0.0125 mM
Pseudomonas stutzeri RCH2	set16IT063	stress	Cadmium chloride hemipentahydrate	Lactate-nitrate; anaerobic; cadmium stress sample1
Pseudomonas stutzeri RCH2	set16IT064	stress	Cadmium chloride hemipentahydrate	Lactate-nitrate; anaerobic; cadmium stress sample2
Pseudomonas stutzeri RCH2	set16IT065	stress	Cadmium chloride hemipentahydrate	Lactate-nitrate; anaerobic; cadmium stress sample3
Pseudomonas stutzeri RCH2	set17IT016	stress	Carbenicillin disodium salt	Carbenicillin 0.0065 mg/ml
Pseudomonas stutzeri RCH2	set17IT051	stress	Carbenicillin disodium salt	Carbenicillin 0.0065 mg/ml
Pseudomonas stutzeri RCH2	set17IT017	stress	Carbenicillin disodium salt	Carbenicillin 0.008 mg/ml
Pseudomonas stutzeri RCH2	set17IT052	stress	Carbenicillin disodium salt	Carbenicillin 0.008 mg/ml
Pseudomonas stutzeri RCH2	set8H37	stress	Carbenicillin disodium salt	Def Carbenicillin 0.008 mg/ml
Pseudomonas stutzeri RCH2	set8H38	stress	Carbenicillin disodium salt	Def Carbenicillin 0.02 mg/ml
Pseudomonas stutzeri RCH2	set4H10	stress	Cephalothin sodium salt	Cephalothin 0.04 mg/ml
Pseudomonas stutzeri RCH2	set7H11	stress	Cephalothin sodium salt	Def Cephalothin 0.04 mg/ml
Pseudomonas stutzeri RCH2	set7H12	stress	Cephalothin sodium salt	Def Cephalothin 0.08 mg/ml
Pseudomonas stutzeri RCH2	set17IT024	stress	Cholin acetate	Cholin acetate 40 mM
Pseudomonas stutzeri RCH2	set17IT029	stress	Choline Lysine	Choline Lysine 20 mM
Pseudomonas stutzeri RCH2	set17IT064	stress	Choline Lysine	Choline Lysine 20 mM
Pseudomonas stutzeri RCH2	set17IT023	stress	Choline chloride	Choline chloride 90 mM
Pseudomonas stutzeri RCH2	set17IT058	stress	Choline chloride	Choline chloride 90 mM
Pseudomonas stutzeri RCH2	set11H5	stress	Cisplatin	Cisplatin 0.0016 mg/ml
Pseudomonas stutzeri RCH2	set11H6	stress	Cisplatin	Cisplatin 0.0016 mg/ml
Pseudomonas stutzeri RCH2	set11H7	stress	Cisplatin	Cisplatin 0.003 mg/ml
Pseudomonas stutzeri RCH2	set11H8	stress	Cisplatin	Cisplatin 0.003 mg/ml
Pseudomonas stutzeri RCH2	set6H35	stress	Cisplatin	Def Cisplatin 0.0002 mg/ml
Pseudomonas stutzeri RCH2	set17IT005	stress	Cobalt chloride hexahydrate	Cobalt chloride 0.05 mM
Pseudomonas stutzeri RCH2	set17IT036	stress	Cobalt chloride hexahydrate	Cobalt chloride 0.05 mM
Pseudomonas stutzeri RCH2	set3H21	stress	Cobalt chloride hexahydrate	Cobalt chloride 0.06 mM
Pseudomonas stutzeri RCH2	set17IT037	stress	Cobalt chloride hexahydrate	Cobalt chloride 0.06 mM
Pseudomonas stutzeri RCH2	set17IT007	stress	Cobalt chloride hexahydrate	Cobalt chloride 0.07 mM
Pseudomonas stutzeri RCH2	set17IT038	stress	Cobalt chloride hexahydrate	Cobalt chloride 0.07 mM
Pseudomonas stutzeri RCH2	set17IT008	stress	Cobalt chloride hexahydrate	Cobalt chloride 0.08 mM
Pseudomonas stutzeri RCH2	set17IT039	stress	Cobalt chloride hexahydrate	Cobalt chloride 0.08 mM
Pseudomonas stutzeri RCH2	set16IT054	stress	Cobalt chloride hexahydrate	Lactate-nitrate; anaerobic; cobalt stress sample1
Pseudomonas stutzeri RCH2	set16IT055	stress	Cobalt chloride hexahydrate	Lactate-nitrate; anaerobic; cobalt stress sample2
Pseudomonas stutzeri RCH2	set16IT056	stress	Cobalt chloride hexahydrate	Lactate-nitrate; anaerobic; cobalt stress sample3
Pseudomonas stutzeri RCH2	set11H43	stress	D-Cycloserine	D-Cycloserine 0.032 mg/ml
Pseudomonas stutzeri RCH2	set11H44	stress	D-Cycloserine	D-Cycloserine 0.032 mg/ml
Pseudomonas stutzeri RCH2	set7H6	stress	Dimethyl Sulfoxide	Def Dimethyl Sulfoxide 5 vol%
Pseudomonas stutzeri RCH2	set4H5	stress	Dimethyl Sulfoxide	Dimethyl Sulfoxide 5 vol%
Pseudomonas stutzeri RCH2	set11H31	stress	Dimethyl Sulfoxide	Dimethyl Sulfoxide 5 vol%
Pseudomonas stutzeri RCH2	set11H32	stress	Dimethyl Sulfoxide	Dimethyl Sulfoxide 5 vol%
Pseudomonas stutzeri RCH2	set7H21	stress	Doxycycline hyclate	Def Doxycycline hyclate 0.0002 mg/ml
Pseudomonas stutzeri RCH2	set13H36	stress	Doxycycline hyclate	Doxycycline hyclate 0.0002 mg/ml
Pseudomonas stutzeri RCH2	set7H22	stress	Doxycycline hyclate	Def Doxycycline hyclate 0.0006 mg/ml
Pseudomonas stutzeri RCH2	set5H11	stress	Furfuryl Alcohol	Furfuryl Alcohol 0.05 vol%
Pseudomonas stutzeri RCH2	set17IT053	stress	Furfuryl Alcohol	Furfuryl Alcohol 0.2 vol%
Pseudomonas stutzeri RCH2	set17IT054	stress	Furfuryl Alcohol	Furfuryl Alcohol 0.3 vol%
Pseudomonas stutzeri RCH2	set4H3	stress	Fusidic acid sodium salt	Fusidic 0.016 mg/ml
Pseudomonas stutzeri RCH2	set11H29	stress	Fusidic acid sodium salt	Fusidic 0.016 mg/ml
Pseudomonas stutzeri RCH2	set11H30	stress	Fusidic acid sodium salt	Fusidic 0.016 mg/ml
Pseudomonas stutzeri RCH2	set7H4	stress	Fusidic acid sodium salt	Def Fusidic 0.032 mg/ml
Pseudomonas stutzeri RCH2	set7H5	stress	Fusidic acid sodium salt	Def Fusidic 0.064 mg/ml
Pseudomonas stutzeri RCH2	set4H46	stress	Gentamicin sulfate salt	Gentamicin 0.0016 mg/ml
Pseudomonas stutzeri RCH2	set17IT030	stress	L-Lysine	L-Lysine 200 mM
Pseudomonas stutzeri RCH2	set17IT065	stress	L-Lysine	L-Lysine 200 mM
Pseudomonas stutzeri RCH2	set11H41	stress	Lomefloxacin hydrochloride	Lomefloxacin 0.0001 mM
Pseudomonas stutzeri RCH2	set11H42	stress	Lomefloxacin hydrochloride	Lomefloxacin 0.0001 mM
Pseudomonas stutzeri RCH2	set7H15	stress	Lomefloxacin hydrochloride	Def Lomefloxacin 0.00004 mM
Pseudomonas stutzeri RCH2	set4H11	stress	MreB Perturbing Compound A22	A22 0.002 mg/ml
Pseudomonas stutzeri RCH2	set11H37	stress	MreB Perturbing Compound A22	A22 0.002 mg/ml
Pseudomonas stutzeri RCH2	set11H38	stress	MreB Perturbing Compound A22	A22 0.002 mg/ml
Pseudomonas stutzeri RCH2	set4H12	stress	MreB Perturbing Compound A22	A22 0.005 mg/ml
Pseudomonas stutzeri RCH2	set11H39	stress	MreB Perturbing Compound A22	A22 0.005 mg/ml
Pseudomonas stutzeri RCH2	set11H40	stress	MreB Perturbing Compound A22	A22 0.005 mg/ml
Pseudomonas stutzeri RCH2	set7H13	stress	MreB Perturbing Compound A22	Def A22 0.015 mg/ml
Pseudomonas stutzeri RCH2	set7H33	stress	Nalidixic acid sodium salt	Def Nalidixic 0.001 mg/ml
Pseudomonas stutzeri RCH2	set4H32	stress	Nalidixic acid sodium salt	Nalidixic 0.001 mg/ml
Pseudomonas stutzeri RCH2	set15H9	stress	Nalidixic acid sodium salt	Nalidixic 0.00390625 mg/ml
Pseudomonas stutzeri RCH2	set15H19	stress	Nalidixic acid sodium salt	Nalidixic 0.00390625 mg/ml
Pseudomonas stutzeri RCH2	set7H32	stress	Nalidixic acid sodium salt	Def Nalidixic 0.0005 mg/ml
Pseudomonas stutzeri RCH2	set4H15	stress	Neomycin trisulfate salt hydrate	Neomycin 0.004 mg/ml
Pseudomonas stutzeri RCH2	set11H45	stress	Neomycin trisulfate salt hydrate	Neomycin 0.004 mg/ml
Pseudomonas stutzeri RCH2	set11H46	stress	Neomycin trisulfate salt hydrate	Neomycin 0.004 mg/ml
Pseudomonas stutzeri RCH2	set7H19	stress	Neomycin trisulfate salt hydrate	Def Neomycin 0.0002 mg/ml
Pseudomonas stutzeri RCH2	set7H20	stress	Neomycin trisulfate salt hydrate	Def Neomycin 0.0008 mg/ml
Pseudomonas stutzeri RCH2	set17IT032	stress	Nickel (II) chloride hexahydrate	Nickel (II) chloride 0.75 mM
Pseudomonas stutzeri RCH2	set3H19	stress	Nickel (II) chloride hexahydrate	Nickel (II) chloride 0.8 mM
Pseudomonas stutzeri RCH2	set17IT002	stress	Nickel (II) chloride hexahydrate	Nickel (II) chloride 0.8 mM
Pseudomonas stutzeri RCH2	set17IT033	stress	Nickel (II) chloride hexahydrate	Nickel (II) chloride 0.8 mM
Pseudomonas stutzeri RCH2	set17IT003	stress	Nickel (II) chloride hexahydrate	Nickel (II) chloride 0.9 mM
Pseudomonas stutzeri RCH2	set17IT034	stress	Nickel (II) chloride hexahydrate	Nickel (II) chloride 0.9 mM
Pseudomonas stutzeri RCH2	set17IT004	stress	Nickel (II) chloride hexahydrate	Nickel (II) chloride 1 mM
Pseudomonas stutzeri RCH2	set17IT035	stress	Nickel (II) chloride hexahydrate	Nickel (II) chloride 1 mM
Pseudomonas stutzeri RCH2	set16IT057	stress	Nickel (II) chloride hexahydrate	Lactate-nitrate; anaerobic; nickel stress sample1
Pseudomonas stutzeri RCH2	set16IT058	stress	Nickel (II) chloride hexahydrate	Lactate-nitrate; anaerobic; nickel stress sample2
Pseudomonas stutzeri RCH2	set16IT059	stress	Nickel (II) chloride hexahydrate	Lactate-nitrate; anaerobic; nickel stress sample3
Pseudomonas stutzeri RCH2	set11H3	stress	Paraquat dichloride	Paraquat dichloride 0.015 mg/ml
Pseudomonas stutzeri RCH2	set11H4	stress	Paraquat dichloride	Paraquat dichloride 0.015 mg/ml
Pseudomonas stutzeri RCH2	set11H25	stress	Phosphomycin disodium salt	Phosphomycin 0.012 mg/ml
Pseudomonas stutzeri RCH2	set11H26	stress	Phosphomycin disodium salt	Phosphomycin 0.012 mg/ml
Pseudomonas stutzeri RCH2	set7H1	stress	Phosphomycin disodium salt	Def Phosphomycin 0.125 mg/ml
Pseudomonas stutzeri RCH2	set8H34	stress	Polymyxin B sulfate	Def Polymyxin B sulfate 0.0001 mg/ml
Pseudomonas stutzeri RCH2	set4H48	stress	Polymyxin B sulfate	Polymyxin B sulfate 0.0001 mg/ml
Pseudomonas stutzeri RCH2	set8H33	stress	Polymyxin B sulfate	Def Polymyxin B sulfate 0.00008 mg/ml
Pseudomonas stutzeri RCH2	set16IT066	stress	Potassium dichromate	Lactate-nitrate; anaerobic; dichromate stress sample1
Pseudomonas stutzeri RCH2	set16IT067	stress	Potassium dichromate	Lactate-nitrate; anaerobic; dichromate stress sample2
Pseudomonas stutzeri RCH2	set16IT068	stress	Potassium dichromate	Lactate-nitrate; anaerobic; dichromate stress sample3
Pseudomonas stutzeri RCH2	set6H40	stress	Sodium Chlorate	Def Chlorate 20 mM
Pseudomonas stutzeri RCH2	set6H41	stress	Sodium Chlorate	Def Chlorate 40 mM
Pseudomonas stutzeri RCH2	set3H40	stress	Sodium Chlorate	Chlorate 75 mM
Pseudomonas stutzeri RCH2	set11H17	stress	Sodium Chloride	Chloride 200 mM
Pseudomonas stutzeri RCH2	set11H18	stress	Sodium Chloride	Chloride 200 mM
Pseudomonas stutzeri RCH2	set6H44	stress	Sodium Chloride	Def Chloride 400 mM
Pseudomonas stutzeri RCH2	set4H39	stress	Sodium Chlorite	Chlorite 0.06 mM
Pseudomonas stutzeri RCH2	set17IT026	stress	Sodium acetate	acetate 80 mM
Pseudomonas stutzeri RCH2	set17IT061	stress	Sodium acetate	acetate 80 mM
Pseudomonas stutzeri RCH2	set11H11	stress	Sodium nitrate	nitrate 200 mM
Pseudomonas stutzeri RCH2	set11H12	stress	Sodium nitrate	nitrate 200 mM
Pseudomonas stutzeri RCH2	set3H37	stress	Sodium nitrate	nitrate 250 mM
Pseudomonas stutzeri RCH2	set10H43	stress	Sodium nitrite	nitrite 2.5 mM
Pseudomonas stutzeri RCH2	set11H9	stress	Sodium nitrite	nitrite 2.5 mM
Pseudomonas stutzeri RCH2	set11H10	stress	Sodium nitrite	nitrite 2.5 mM
Pseudomonas stutzeri RCH2	set11H13	stress	Sodium perchlorate monohydrate	perchlorate 12.5 mM
Pseudomonas stutzeri RCH2	set11H14	stress	Sodium perchlorate monohydrate	perchlorate 12.5 mM
Pseudomonas stutzeri RCH2	set3H42	stress	Sodium perchlorate monohydrate	perchlorate 25 mM
Pseudomonas stutzeri RCH2	set11H15	stress	Sodium perchlorate monohydrate	perchlorate 25 mM
Pseudomonas stutzeri RCH2	set11H16	stress	Sodium perchlorate monohydrate	perchlorate 25 mM
Pseudomonas stutzeri RCH2	set15H8	stress	Spectinomycin dihydrochloride pentahydrate	Spectinomycin 0.00625 mg/ml
Pseudomonas stutzeri RCH2	set15H18	stress	Spectinomycin dihydrochloride pentahydrate	Spectinomycin 0.00625 mg/ml
Pseudomonas stutzeri RCH2	set7H29	stress	Tetracycline hydrochloride	Def Tetracycline 0.0004 mg/ml
Pseudomonas stutzeri RCH2	set17IT010	stress	Thallium(I) acetate	Thallium(I) acetate 0.08 mg/ml
Pseudomonas stutzeri RCH2	set17IT041	stress	Thallium(I) acetate	Thallium(I) acetate 0.08 mg/ml
Pseudomonas stutzeri RCH2	set17IT011	stress	Thallium(I) acetate	Thallium(I) acetate 0.09 mg/ml
Pseudomonas stutzeri RCH2	set17IT042	stress	Thallium(I) acetate	Thallium(I) acetate 0.09 mg/ml
Pseudomonas stutzeri RCH2	set17IT012	stress	Thallium(I) acetate	Thallium(I) acetate 0.1 mg/ml
Pseudomonas stutzeri RCH2	set17IT043	stress	Thallium(I) acetate	Thallium(I) acetate 0.1 mg/ml
Pseudomonas stutzeri RCH2	set6H34	stress	Thallium(I) acetate	Def Thallium(I) acetate 0.125 mg/ml
Pseudomonas stutzeri RCH2	set16IT069	stress	Uranyl acetate	Lactate-nitrate; anaerobic; uranyl acetate stress sample1
Pseudomonas stutzeri RCH2	set16IT070	stress	Uranyl acetate	Lactate-nitrate; anaerobic; uranyl acetate stress sample2
Pseudomonas stutzeri RCH2	set16IT071	stress	Uranyl acetate	Lactate-nitrate; anaerobic; uranyl acetate stress sample3
Pseudomonas stutzeri RCH2	set7H9	stress	Vancomycin Hydrochloride Hydrate	Def Vancomycin 0.008 mg/ml
Pseudomonas stutzeri RCH2	set7H10	stress	Vancomycin Hydrochloride Hydrate	Def Vancomycin 0.016 mg/ml
Pseudomonas stutzeri RCH2	set11H35	stress	Vancomycin Hydrochloride Hydrate	Vancomycin 0.016 mg/ml
Pseudomonas stutzeri RCH2	set11H36	stress	Vancomycin Hydrochloride Hydrate	Vancomycin 0.016 mg/ml
Pseudomonas stutzeri RCH2	set5H10	stress	Vanillin	Vanillin 2 mM
Pseudomonas stutzeri RCH2	set15H23	stress	Vanillin	Vanillin 2 mM
Pseudomonas stutzeri RCH2	set17IT013	stress	Zinc sulfate heptahydrate	Zinc 0.12 mM
Pseudomonas stutzeri RCH2	set17IT044	stress	Zinc sulfate heptahydrate	Zinc 0.12 mM
Pseudomonas stutzeri RCH2	set3H46	stress	benzoic acid	benzoic 0.4 mg/ml
Pseudomonas stutzeri RCH2	set11H23	stress	benzoic acid	benzoic 0.4 mg/ml
Pseudomonas stutzeri RCH2	set11H24	stress	benzoic acid	benzoic 0.4 mg/ml
Pseudomonas stutzeri RCH2	set16IT060	stress	copper (II) chloride dihydrate	Lactate-nitrate; anaerobic; copper stress sample1
Pseudomonas stutzeri RCH2	set16IT061	stress	copper (II) chloride dihydrate	Lactate-nitrate; anaerobic; copper stress sample2
Pseudomonas stutzeri RCH2	set16IT062	stress	copper (II) chloride dihydrate	Lactate-nitrate; anaerobic; copper stress sample3
Pseudomonas stutzeri RCH2	set5H6	stress	methylglyoxal	methylglyoxal 0.0016 vol%
Pseudomonas stutzeri RCH2	set8H40	stress	methylglyoxal	Def methylglyoxal 0.01 vol%
Pseudomonas stutzeri RCH2	set6H31	stress	sodium fluoride	Def sodium fluoride 25 mM
Pseudomonas stutzeri RCH2	set3H24	stress	sodium fluoride	sodium fluoride 6.25 mM
Pseudomonas stutzeri RCH2	set17IT040	stress	sodium fluoride	sodium fluoride 8.5 mM
Pseudomonas stutzeri RCH2	set17IT020	stress	syringaldehyde	syringaldehyde 3 mM
Pseudomonas stutzeri RCH2	set17IT055	stress	syringaldehyde	syringaldehyde 3 mM
Pseudomonas stutzeri RCH2	set17IT021	stress	syringaldehyde	syringaldehyde 4 mM
Pseudomonas stutzeri RCH2	set17IT056	stress	syringaldehyde	syringaldehyde 4 mM
Shewanella amazonensis SB2B	setAH45	stress	1-ethyl-3-methylimidazolium acetate	1-ethyl-3-methylimidazolium acetate 15 mM
Shewanella amazonensis SB2B	setAH47	stress	1-ethyl-3-methylimidazolium acetate	1-ethyl-3-methylimidazolium acetate 15 mM
Shewanella amazonensis SB2B	set5H8	stress	5-Hydroxymethylfurfural	5-Hydroxymethylfurfural 10 mM
Shewanella amazonensis SB2B	set5H9	stress	5-Hydroxymethylfurfural	5-Hydroxymethylfurfural 20 mM
Shewanella amazonensis SB2B	set4H23	stress	Aluminum chloride hydrate	Aluminum chloride 0.625 mM
Shewanella amazonensis SB2B	set4H24	stress	Aluminum chloride hydrate	Aluminum chloride 1.25 mM
Shewanella amazonensis SB2B	set4H25	stress	Aluminum chloride hydrate	Aluminum chloride 2.5 mM
Shewanella amazonensis SB2B	set4H29	stress	Bacitracin	Bacitracin 0.125 mg/ml
Shewanella amazonensis SB2B	set4H30	stress	Bacitracin	Bacitracin 0.25 mg/ml
Shewanella amazonensis SB2B	set5H20	stress	Benzalkonium Chloride	Benzalkonium Chloride 0.002 mg/ml
Shewanella amazonensis SB2B	set5H21	stress	Benzalkonium Chloride	Benzalkonium Chloride 0.004 mg/ml
Shewanella amazonensis SB2B	set4H21	stress	Benzethonium chloride	Benzethonium chloride 0.00625 mM
Shewanella amazonensis SB2B	set5H5	stress	Carbenicillin disodium salt	Carbenicillin 0.00195312 mg/ml
Shewanella amazonensis SB2B	set4H47	stress	Chloramphenicol	Chloramphenicol 0.0002 mg/ml
Shewanella amazonensis SB2B	set4H48	stress	Chloramphenicol	Chloramphenicol 0.0004 mg/ml
Shewanella amazonensis SB2B	setAH38	stress	Cholin acetate	Cholin acetate 25 mM
Shewanella amazonensis SB2B	setAH42	stress	Cholin acetate	Cholin acetate 25 mM
Shewanella amazonensis SB2B	setAH32	stress	Choline chloride	Choline chloride 200 mM
Shewanella amazonensis SB2B	setAH33	stress	Choline chloride	Choline chloride 200 mM
Shewanella amazonensis SB2B	set5H14	stress	Cisplatin	Cisplatin 0.0025 mg/ml
Shewanella amazonensis SB2B	set5H15	stress	Cisplatin	Cisplatin 0.005 mg/ml
Shewanella amazonensis SB2B	set5H16	stress	Cisplatin	Cisplatin 0.01 mg/ml
Shewanella amazonensis SB2B	set4H7	stress	Cisplatin	Cisplatin 0.025 mg/ml
Shewanella amazonensis SB2B	set3H47	stress	Cobalt chloride hexahydrate	Cobalt chloride 0.078125 mM
Shewanella amazonensis SB2B	set4H40	stress	D-Cycloserine	D-Cycloserine 0.03125 mg/ml
Shewanella amazonensis SB2B	set4H33	stress	Dimethyl Sulfoxide	Dimethyl Sulfoxide 5 vol%
Shewanella amazonensis SB2B	set4H41	stress	Doxycycline hyclate	Doxycycline hyclate 0.0001 mg/ml
Shewanella amazonensis SB2B	set4H32	stress	Fusidic acid sodium salt	Fusidic 0.0625 mg/ml
Shewanella amazonensis SB2B	setAH35	stress	L-Lysine	L-Lysine 200 mM
Shewanella amazonensis SB2B	setAH37	stress	L-Lysine	L-Lysine 200 mM
Shewanella amazonensis SB2B	set4H39	stress	Lomefloxacin hydrochloride	Lomefloxacin 0.000390625 mM
Shewanella amazonensis SB2B	set4H37	stress	MreB Perturbing Compound A22	A22 0.0109375 mg/ml
Shewanella amazonensis SB2B	set4H38	stress	MreB Perturbing Compound A22	A22 0.021875 mg/ml
Shewanella amazonensis SB2B	set3H45	stress	Nickel (II) chloride hexahydrate	Nickel (II) chloride 0.625 mM
Shewanella amazonensis SB2B	set4H3	stress	Paraquat dichloride	Paraquat dichloride 0.03125 mg/ml
Shewanella amazonensis SB2B	set4H14	stress	Sisomicin sulfate salt	Sisomicin 0.00390625 mg/ml
Shewanella amazonensis SB2B	set5H17	stress	Sodium Chloride	Chloride 500 mM
Shewanella amazonensis SB2B	set5H18	stress	Sodium Chloride	Chloride 600 mM
Shewanella amazonensis SB2B	set5H19	stress	Sodium Chloride	Chloride 700 mM
Shewanella amazonensis SB2B	set4H15	stress	Sodium Chlorite	Chlorite 0.078125 mM
Shewanella amazonensis SB2B	set4H16	stress	Sodium Chlorite	Chlorite 0.15625 mM
Shewanella amazonensis SB2B	setAH39	stress	Sodium acetate	acetate 25 mM
Shewanella amazonensis SB2B	setAH43	stress	Sodium acetate	acetate 25 mM
Shewanella amazonensis SB2B	set4H13	stress	Sodium nitrate	nitrate 200 mM
Shewanella amazonensis SB2B	set4H12	stress	Sodium nitrite	nitrite 10 mM
Shewanella amazonensis SB2B	set4H11	stress	Sodium nitrite	nitrite 5 mM
Shewanella amazonensis SB2B	set4H17	stress	Sodium perchlorate monohydrate	perchlorate 100 mM
Shewanella amazonensis SB2B	set5H4	stress	Spectinomycin dihydrochloride pentahydrate	Spectinomycin 0.0125 mg/ml
Shewanella amazonensis SB2B	set5H3	stress	Tetracycline hydrochloride	Tetracycline 0.0004 mg/ml
Shewanella amazonensis SB2B	set5H10	stress	Vanillin	Vanillin 2.5 mM
Shewanella amazonensis SB2B	set4H8	stress	Zinc sulfate heptahydrate	Zinc 0.15625 mM
Shewanella amazonensis SB2B	set4H9	stress	Zinc sulfate heptahydrate	Zinc 0.3125 mM
Shewanella amazonensis SB2B	set4H26	stress	benzoic acid	benzoic 0.29 mg/ml
Shewanella amazonensis SB2B	set5H12	stress	copper (II) chloride dihydrate	copper (II) chloride 0.16 mM
